2 0.002335
3 0.002279
4 0.002152
5 0.002066
6 0.002076
7 0.002067
8 0.002043
9 0.001666
10 0.001438
11 0.001446
12 0.001438
13 0.001438
14 0.001444
15 0.001438
16 0.001446
17 0.001439
18 0.001717
19 0.001866
20 0.001650
21 0.001656
22 0.001652
23 0.001650
24 0.001658
25 0.001649
26 0.001657
27 0.001650
28 0.001657
29 0.001650
30 0.001650
31 0.001658
32 0.001650
33 0.001657
34 0.001650
35 0.001650
36 0.001656
37 0.001650
38 0.002757
39 0.002245
40 0.002209
41 0.002209
42 0.002202
43 0.002210
44 0.002202
45 0.002210
46 0.002202
47 0.002208
48 0.002202
49 0.002210
50 0.002209
51 0.002202
52 0.002208
53 0.002202
54 0.002209
55 0.002202
56 0.002209
57 0.002202
58 0.002208
59 0.002209
60 0.002202
61 0.002209
62 0.002202
63 0.002208
64 0.002202
65 0.002210
66 0.002202
67 0.002209
68 0.002202
69 0.002214
70 0.002210
71 0.002202
72 0.002209
73 0.002201
74 0.002209
75 0.002202
76 0.002210
77 0.004355
78 0.003772
79 0.003642
80 0.003641
81 0.003641
82 0.003643
83 0.003634
84 0.003642
85 0.003641
86 0.003643
87 0.003641
88 0.003641
89 0.003643
90 0.003645
91 0.003641
92 0.003647
93 0.003641
94 0.003641
95 0.003634
96 0.003641
97 0.003641
98 0.003641
99 0.003642
