2 0.002694
3 0.002365
4 0.002152
5 0.001469
6 0.001472
7 0.001483
8 0.001520
9 0.001646
10 0.001447
11 0.001446
12 0.001472
13 0.001448
14 0.001446
15 0.001456
16 0.001446
17 0.001447
18 0.001724
19 0.001857
20 0.001661
21 0.001650
22 0.001660
23 0.001650
24 0.001649
25 0.001661
26 0.001651
27 0.001662
28 0.001652
29 0.001660
30 0.001650
31 0.001650
32 0.001661
33 0.001651
34 0.001667
35 0.001651
36 0.001650
37 0.001660
38 0.002723
39 0.002243
40 0.002218
41 0.002203
42 0.002214
43 0.002214
44 0.002206
45 0.002219
46 0.002203
47 0.002213
48 0.002201
49 0.002210
50 0.002202
51 0.002210
52 0.002202
53 0.002209
54 0.002210
55 0.002201
56 0.002210
57 0.002223
58 0.002209
59 0.002201
60 0.002208
61 0.002201
62 0.002209
63 0.002208
64 0.002202
65 0.002209
66 0.002201
67 0.002209
68 0.002201
69 0.002208
70 0.002201
71 0.002208
72 0.002209
73 0.002201
74 0.002208
75 0.002202
76 0.002209
77 0.004195
78 0.003753
79 0.003641
80 0.003641
81 0.003634
82 0.003641
83 0.003645
84 0.003641
85 0.003641
86 0.003641
87 0.003641
88 0.003641
89 0.003640
90 0.003642
91 0.003641
92 0.003634
93 0.003641
94 0.003642
95 0.003641
96 0.003640
97 0.003642
98 0.003641
99 0.003641
