2 0.002983
3 0.001797
4 0.001598
5 0.001528
6 0.001519
7 0.001518
8 0.001570
9 0.001644
10 0.001486
11 0.001478
12 0.001478
13 0.001485
14 0.001477
15 0.001478
16 0.001484
17 0.001479
18 0.001716
19 0.001866
20 0.001665
21 0.001656
22 0.001656
23 0.001663
24 0.001656
25 0.001665
26 0.001657
27 0.001656
28 0.001674
29 0.001656
30 0.001664
31 0.001656
32 0.001664
33 0.001656
34 0.001660
35 0.001664
36 0.001656
37 0.001663
38 0.002637
39 0.002242
40 0.002200
41 0.002207
42 0.002200
43 0.002207
44 0.002208
45 0.002200
46 0.002207
47 0.002200
48 0.002207
49 0.002200
50 0.002207
51 0.002200
52 0.002207
53 0.002207
54 0.002200
55 0.002208
56 0.002200
57 0.002207
58 0.002201
59 0.002208
60 0.002209
61 0.002210
62 0.002207
63 0.002201
64 0.002207
65 0.002200
66 0.002208
67 0.002200
68 0.002208
69 0.002200
70 0.002207
71 0.002202
72 0.002209
73 0.002209
74 0.002202
75 0.002209
76 0.002202
77 0.004074
78 0.003739
79 0.003642
80 0.003642
81 0.003642
82 0.003641
83 0.003642
84 0.003642
85 0.003641
86 0.003635
87 0.003643
88 0.003642
89 0.003642
90 0.003642
91 0.003642
92 0.003641
93 0.003643
94 0.003641
95 0.003641
96 0.003643
97 0.003638
98 0.003643
99 0.003642
